sku_key,sku,style,category,size,mapping_scope
J0374-KR-M,J0374-KR-M,J0374,kurta,M,Amazon source-local
J0374-KR-XL,J0374-KR-XL,J0374,kurta,XL,Amazon source-local
J0374-KR-XS,J0374-KR-XS,J0374,kurta,XS,Amazon source-local
J0374-KR-XXL,J0374-KR-XXL,J0374,kurta,XXL,Amazon source-local
J0374-KR-XXXL,J0374-KR-XXXL,J0374,kurta,3XL,Amazon source-local
J0375-SKD-L,J0375-SKD-L,J0375,Set,L,Amazon source-local
J0375-SKD-M,J0375-SKD-M,J0375,Set,M,Amazon source-local
J0375-SKD-S,J0375-SKD-S,J0375,Set,S,Amazon source-local
J0375-SKD-XL,J0375-SKD-XL,J0375,Set,XL,Amazon source-local
J0375-SKD-XS,J0375-SKD-XS,J0375,Set,XS,Amazon source-local
J0375-SKD-XXL,J0375-SKD-XXL,J0375,Set,XXL,Amazon source-local
J0375-SKD-XXXL,J0375-SKD-XXXL,J0375,Set,3XL,Amazon source-local
J0376-SKD-L,J0376-SKD-L,J0376,Set,L,Amazon source-local
J0376-SKD-M,J0376-SKD-M,J0376,Set,M,Amazon source-local
J0376-SKD-S,J0376-SKD-S,J0376,Set,S,Amazon source-local
J0376-SKD-XL,J0376-SKD-XL,J0376,Set,XL,Amazon source-local
J0376-SKD-XS,J0376-SKD-XS,J0376,Set,XS,Amazon source-local
J0376-SKD-XXL,J0376-SKD-XXL,J0376,Set,XXL,Amazon source-local
J0376-SKD-XXXL,J0376-SKD-XXXL,J0376,Set,3XL,Amazon source-local
J0377-SKD-L,J0377-SKD-L,J0377,Set,L,Amazon source-local
J0377-SKD-M,J0377-SKD-M,J0377,Set,M,Amazon source-local
J0377-SKD-S,J0377-SKD-S,J0377,Set,S,Amazon source-local
J0377-SKD-XL,J0377-SKD-XL,J0377,Set,XL,Amazon source-local
J0377-SKD-XS,J0377-SKD-XS,J0377,Set,XS,Amazon source-local
J0377-SKD-XXL,J0377-SKD-XXL,J0377,Set,XXL,Amazon source-local
J0377-SKD-XXXL,J0377-SKD-XXXL,J0377,Set,3XL,Amazon source-local
J0378-SKD-L,J0378-SKD-L,J0378,Set,L,Amazon source-local
J0378-SKD-M,J0378-SKD-M,J0378,Set,M,Amazon source-local
J0378-SKD-S,J0378-SKD-S,J0378,Set,S,Amazon source-local
J0378-SKD-XL,J0378-SKD-XL,J0378,Set,XL,Amazon source-local
J0378-SKD-XS,J0378-SKD-XS,J0378,Set,XS,Amazon source-local
J0378-SKD-XXL,J0378-SKD-XXL,J0378,Set,XXL,Amazon source-local
J0378-SKD-XXXL,J0378-SKD-XXXL,J0378,Set,3XL,Amazon source-local
J0379-SKD-L,J0379-SKD-L,J0379,Set,L,Amazon source-local
J0379-SKD-M,J0379-SKD-M,J0379,Set,M,Amazon source-local
J0379-SKD-S,J0379-SKD-S,J0379,Set,S,Amazon source-local
J0379-SKD-XL,J0379-SKD-XL,J0379,Set,XL,Amazon source-local
J0379-SKD-XS,J0379-SKD-XS,J0379,Set,XS,Amazon source-local
J0379-SKD-XXL,J0379-SKD-XXL,J0379,Set,XXL,Amazon source-local
J0379-SKD-XXXL,J0379-SKD-XXXL,J0379,Set,3XL,Amazon source-local
J0380-SKD-L,J0380-SKD-L,J0380,Set,L,Amazon source-local
J0380-SKD-M,J0380-SKD-M,J0380,Set,M,Amazon source-local
J0380-SKD-S,J0380-SKD-S,J0380,Set,S,Amazon source-local
J0380-SKD-XL,J0380-SKD-XL,J0380,Set,XL,Amazon source-local
J0380-SKD-XS,J0380-SKD-XS,J0380,Set,XS,Amazon source-local
J0380-SKD-XXL,J0380-SKD-XXL,J0380,Set,XXL,Amazon source-local
J0380-SKD-XXXL,J0380-SKD-XXXL,J0380,Set,3XL,Amazon source-local
J0381-SKD-L,J0381-SKD-L,J0381,Set,L,Amazon source-local
J0381-SKD-M,J0381-SKD-M,J0381,Set,M,Amazon source-local
J0381-SKD-S,J0381-SKD-S,J0381,Set,S,Amazon source-local
J0381-SKD-XL,J0381-SKD-XL,J0381,Set,XL,Amazon source-local
J0381-SKD-XS,J0381-SKD-XS,J0381,Set,XS,Amazon source-local
J0381-SKD-XXL,J0381-SKD-XXL,J0381,Set,XXL,Amazon source-local
J0381-SKD-XXXL,J0381-SKD-XXXL,J0381,Set,3XL,Amazon source-local
J0382-SKD-L,J0382-SKD-L,J0382,Set,L,Amazon source-local
J0382-SKD-M,J0382-SKD-M,J0382,Set,M,Amazon source-local
J0382-SKD-S,J0382-SKD-S,J0382,Set,S,Amazon source-local
J0382-SKD-XL,J0382-SKD-XL,J0382,Set,XL,Amazon source-local
J0382-SKD-XS,J0382-SKD-XS,J0382,Set,XS,Amazon source-local
J0382-SKD-XXL,J0382-SKD-XXL,J0382,Set,XXL,Amazon source-local
J0382-SKD-XXXL,J0382-SKD-XXXL,J0382,Set,3XL,Amazon source-local
J0385-KR-L,J0385-KR-L,J0385,kurta,L,Amazon source-local
J0385-KR-M,J0385-KR-M,J0385,kurta,M,Amazon source-local
J0385-KR-S,J0385-KR-S,J0385,kurta,S,Amazon source-local
J0385-KR-XL,J0385-KR-XL,J0385,kurta,XL,Amazon source-local
J0385-KR-XS,J0385-KR-XS,J0385,kurta,XS,Amazon source-local
J0385-KR-XXL,J0385-KR-XXL,J0385,kurta,XXL,Amazon source-local
J0385-KR-XXXL,J0385-KR-XXXL,J0385,kurta,3XL,Amazon source-local
J0386-KR-L,J0386-KR-L,J0386,kurta,L,Amazon source-local
J0386-KR-M,J0386-KR-M,J0386,kurta,M,Amazon source-local
J0386-KR-S,J0386-KR-S,J0386,kurta,S,Amazon source-local
J0386-KR-XL,J0386-KR-XL,J0386,kurta,XL,Amazon source-local
J0386-KR-XS,J0386-KR-XS,J0386,kurta,XS,Amazon source-local
J0386-KR-XXL,J0386-KR-XXL,J0386,kurta,XXL,Amazon source-local
J0386-KR-XXXL,J0386-KR-XXXL,J0386,kurta,3XL,Amazon source-local
J0388-TP-L,J0388-TP-L,J0388,Top,L,Amazon source-local
J0388-TP-M,J0388-TP-M,J0388,Top,M,Amazon source-local
J0388-TP-S,J0388-TP-S,J0388,Top,S,Amazon source-local
J0388-TP-XL,J0388-TP-XL,J0388,Top,XL,Amazon source-local
J0388-TP-XS,J0388-TP-XS,J0388,Top,XS,Amazon source-local
J0388-TP-XXL,J0388-TP-XXL,J0388,Top,XXL,Amazon source-local
J0389-TP-L,J0389-TP-L,J0389,Top,L,Amazon source-local
J0389-TP-M,J0389-TP-M,J0389,Top,M,Amazon source-local
J0389-TP-S,J0389-TP-S,J0389,Top,S,Amazon source-local
J0389-TP-XL,J0389-TP-XL,J0389,Top,XL,Amazon source-local
J0389-TP-XS,J0389-TP-XS,J0389,Top,XS,Amazon source-local
J0389-TP-XXL,J0389-TP-XXL,J0389,Top,XXL,Amazon source-local
J0389-TP-XXXL,J0389-TP-XXXL,J0389,Top,3XL,Amazon source-local
J0390-TP-L,J0390-TP-L,J0390,Top,L,Amazon source-local
J0390-TP-M,J0390-TP-M,J0390,Top,M,Amazon source-local
J0390-TP-S,J0390-TP-S,J0390,Top,S,Amazon source-local
J0390-TP-XL,J0390-TP-XL,J0390,Top,XL,Amazon source-local
J0390-TP-XS,J0390-TP-XS,J0390,Top,XS,Amazon source-local
J0390-TP-XXL,J0390-TP-XXL,J0390,Top,XXL,Amazon source-local
J0390-TP-XXXL,J0390-TP-XXXL,J0390,Top,3XL,Amazon source-local
J0391-TP-L,J0391-TP-L,J0391,Top,L,Amazon source-local
J0391-TP-M,J0391-TP-M,J0391,Top,M,Amazon source-local
J0391-TP-S,J0391-TP-S,J0391,Top,S,Amazon source-local
J0391-TP-XL,J0391-TP-XL,J0391,Top,XL,Amazon source-local
J0391-TP-XS,J0391-TP-XS,J0391,Top,XS,Amazon source-local
J0391-TP-XXL,J0391-TP-XXL,J0391,Top,XXL,Amazon source-local
J0391-TP-XXXL,J0391-TP-XXXL,J0391,Top,3XL,Amazon source-local
J0392-TP-L,J0392-TP-L,J0392,Top,L,Amazon source-local
J0392-TP-XL,J0392-TP-XL,J0392,Top,XL,Amazon source-local
J0395-DR-L,J0395-DR-L,J0395,Western Dress,L,Amazon source-local
J0395-DR-M,J0395-DR-M,J0395,Western Dress,M,Amazon source-local
J0395-DR-S,J0395-DR-S,J0395,Western Dress,S,Amazon source-local
J0395-DR-XL,J0395-DR-XL,J0395,Western Dress,XL,Amazon source-local
J0395-DR-XS,J0395-DR-XS,J0395,Western Dress,XS,Amazon source-local
J0395-DR-XXL,J0395-DR-XXL,J0395,Western Dress,XXL,Amazon source-local
J0395-DR-XXXL,J0395-DR-XXXL,J0395,Western Dress,3XL,Amazon source-local
J0396-DR-L,J0396-DR-L,J0396,Western Dress,L,Amazon source-local
J0396-DR-M,J0396-DR-M,J0396,Western Dress,M,Amazon source-local
J0396-DR-S,J0396-DR-S,J0396,Western Dress,S,Amazon source-local
J0396-DR-XL,J0396-DR-XL,J0396,Western Dress,XL,Amazon source-local
J0396-DR-XS,J0396-DR-XS,J0396,Western Dress,XS,Amazon source-local
J0396-DR-XXL,J0396-DR-XXL,J0396,Western Dress,XXL,Amazon source-local
J0396-DR-XXXL,J0396-DR-XXXL,J0396,Western Dress,3XL,Amazon source-local
J0397-DR-L,J0397-DR-L,J0397,Western Dress,L,Amazon source-local
J0397-DR-M,J0397-DR-M,J0397,Western Dress,M,Amazon source-local
J0397-DR-S,J0397-DR-S,J0397,Western Dress,S,Amazon source-local
J0397-DR-XL,J0397-DR-XL,J0397,Western Dress,XL,Amazon source-local
J0397-DR-XS,J0397-DR-XS,J0397,Western Dress,XS,Amazon source-local
J0397-DR-XXL,J0397-DR-XXL,J0397,Western Dress,XXL,Amazon source-local
J0397-DR-XXXL,J0397-DR-XXXL,J0397,Western Dress,3XL,Amazon source-local
J0398-DR-L,J0398-DR-L,J0398,Western Dress,L,Amazon source-local
J0398-DR-M,J0398-DR-M,J0398,Western Dress,M,Amazon source-local
J0398-DR-S,J0398-DR-S,J0398,Western Dress,S,Amazon source-local
J0398-DR-XL,J0398-DR-XL,J0398,Western Dress,XL,Amazon source-local
J0398-DR-XS,J0398-DR-XS,J0398,Western Dress,XS,Amazon source-local
J0398-DR-XXL,J0398-DR-XXL,J0398,Western Dress,XXL,Amazon source-local
J0399-DR-L,J0399-DR-L,J0399,Western Dress,L,Amazon source-local
J0399-DR-M,J0399-DR-M,J0399,Western Dress,M,Amazon source-local
J0399-DR-S,J0399-DR-S,J0399,Western Dress,S,Amazon source-local
J0399-DR-XL,J0399-DR-XL,J0399,Western Dress,XL,Amazon source-local
J0399-DR-XS,J0399-DR-XS,J0399,Western Dress,XS,Amazon source-local
J0399-DR-XXL,J0399-DR-XXL,J0399,Western Dress,XXL,Amazon source-local
J0399-DR-XXXL,J0399-DR-XXXL,J0399,Western Dress,3XL,Amazon source-local
J0400-DR-L,J0400-DR-L,J0400,Western Dress,L,Amazon source-local
J0400-DR-M,J0400-DR-M,J0400,Western Dress,M,Amazon source-local
J0400-DR-S,J0400-DR-S,J0400,Western Dress,S,Amazon source-local
J0400-DR-XL,J0400-DR-XL,J0400,Western Dress,XL,Amazon source-local
J0400-DR-XS,J0400-DR-XS,J0400,Western Dress,XS,Amazon source-local
J0400-DR-XXL,J0400-DR-XXL,J0400,Western Dress,XXL,Amazon source-local
J0400-DR-XXXL,J0400-DR-XXXL,J0400,Western Dress,3XL,Amazon source-local
J0401-DR-L,J0401-DR-L,J0401,Western Dress,L,Amazon source-local
J0401-DR-M,J0401-DR-M,J0401,Western Dress,M,Amazon source-local
J0401-DR-S,J0401-DR-S,J0401,Western Dress,S,Amazon source-local
J0401-DR-XL,J0401-DR-XL,J0401,Western Dress,XL,Amazon source-local
J0401-DR-XS,J0401-DR-XS,J0401,Western Dress,XS,Amazon source-local
J0401-DR-XXL,J0401-DR-XXL,J0401,Western Dress,XXL,Amazon source-local
J0401-DR-XXXL,J0401-DR-XXXL,J0401,Western Dress,3XL,Amazon source-local
J0402-DR-L,J0402-DR-L,J0402,Western Dress,L,Amazon source-local
J0402-DR-M,J0402-DR-M,J0402,Western Dress,M,Amazon source-local
J0402-DR-S,J0402-DR-S,J0402,Western Dress,S,Amazon source-local
J0402-DR-XL,J0402-DR-XL,J0402,Western Dress,XL,Amazon source-local
J0402-DR-XS,J0402-DR-XS,J0402,Western Dress,XS,Amazon source-local
J0402-DR-XXL,J0402-DR-XXL,J0402,Western Dress,XXL,Amazon source-local
J0413-DR-L,J0413-DR-L,J0413,Western Dress,L,Amazon source-local
J0413-DR-M,J0413-DR-M,J0413,Western Dress,M,Amazon source-local
J0413-DR-S,J0413-DR-S,J0413,Western Dress,S,Amazon source-local
J0413-DR-XL,J0413-DR-XL,J0413,Western Dress,XL,Amazon source-local
J0413-DR-XS,J0413-DR-XS,J0413,Western Dress,XS,Amazon source-local
J0413-DR-XXL,J0413-DR-XXL,J0413,Western Dress,XXL,Amazon source-local
J0413-DR-XXXL,J0413-DR-XXXL,J0413,Western Dress,3XL,Amazon source-local
J0414-DR-L,J0414-DR-L,J0414,Western Dress,L,Amazon source-local
J0414-DR-M,J0414-DR-M,J0414,Western Dress,M,Amazon source-local
J0414-DR-S,J0414-DR-S,J0414,Western Dress,S,Amazon source-local
J0414-DR-XL,J0414-DR-XL,J0414,Western Dress,XL,Amazon source-local
J0414-DR-XS,J0414-DR-XS,J0414,Western Dress,XS,Amazon source-local
J0414-DR-XXL,J0414-DR-XXL,J0414,Western Dress,XXL,Amazon source-local
J0414-DR-XXXL,J0414-DR-XXXL,J0414,Western Dress,3XL,Amazon source-local
J0415-DR-L,J0415-DR-L,J0415,Western Dress,L,Amazon source-local
J0415-DR-M,J0415-DR-M,J0415,Western Dress,M,Amazon source-local
J0415-DR-S,J0415-DR-S,J0415,Western Dress,S,Amazon source-local
J0415-DR-XL,J0415-DR-XL,J0415,Western Dress,XL,Amazon source-local
J0415-DR-XS,J0415-DR-XS,J0415,Western Dress,XS,Amazon source-local
J0415-DR-XXL,J0415-DR-XXL,J0415,Western Dress,XXL,Amazon source-local
J0415-DR-XXXL,J0415-DR-XXXL,J0415,Western Dress,3XL,Amazon source-local
J0416-DR-L,J0416-DR-L,J0416,Western Dress,L,Amazon source-local
J0416-DR-M,J0416-DR-M,J0416,Western Dress,M,Amazon source-local
J0416-DR-S,J0416-DR-S,J0416,Western Dress,S,Amazon source-local
J0416-DR-XL,J0416-DR-XL,J0416,Western Dress,XL,Amazon source-local
J0416-DR-XS,J0416-DR-XS,J0416,Western Dress,XS,Amazon source-local
J0416-DR-XXL,J0416-DR-XXL,J0416,Western Dress,XXL,Amazon source-local
J0417-TP-M,J0417-TP-M,J0417,Top,M,Amazon source-local
J0417-TP-S,J0417-TP-S,J0417,Top,S,Amazon source-local
J0417-TP-XL,J0417-TP-XL,J0417,Top,XL,Amazon source-local
J0417-TP-XS,J0417-TP-XS,J0417,Top,XS,Amazon source-local
J0418-TP-L,J0418-TP-L,J0418,Top,L,Amazon source-local
J0418-TP-M,J0418-TP-M,J0418,Top,M,Amazon source-local
J0418-TP-S,J0418-TP-S,J0418,Top,S,Amazon source-local
J0418-TP-XL,J0418-TP-XL,J0418,Top,XL,Amazon source-local
J0418-TP-XS,J0418-TP-XS,J0418,Top,XS,Amazon source-local
J0418-TP-XXL,J0418-TP-XXL,J0418,Top,XXL,Amazon source-local
J0419-TP-L,J0419-TP-L,J0419,Top,L,Amazon source-local
J0419-TP-M,J0419-TP-M,J0419,Top,M,Amazon source-local
J0419-TP-S,J0419-TP-S,J0419,Top,S,Amazon source-local
J0419-TP-XL,J0419-TP-XL,J0419,Top,XL,Amazon source-local
J0419-TP-XS,J0419-TP-XS,J0419,Top,XS,Amazon source-local
J0419-TP-XXL,J0419-TP-XXL,J0419,Top,XXL,Amazon source-local
J0419-TP-XXXL,J0419-TP-XXXL,J0419,Top,3XL,Amazon source-local
J0420-TP-L,J0420-TP-L,J0420,Top,L,Amazon source-local
J0420-TP-M,J0420-TP-M,J0420,Top,M,Amazon source-local
J0420-TP-S,J0420-TP-S,J0420,Top,S,Amazon source-local
J0429-DR-M,J0429-DR-M,J0429,Western Dress,M,Amazon source-local
J0429-DR-S,J0429-DR-S,J0429,Western Dress,S,Amazon source-local
J0429-DR-XL,J0429-DR-XL,J0429,Western Dress,XL,Amazon source-local
J0429-DR-XS,J0429-DR-XS,J0429,Western Dress,XS,Amazon source-local
J0429-DR-XXL,J0429-DR-XXL,J0429,Western Dress,XXL,Amazon source-local
J0429-DR-XXXL,J0429-DR-XXXL,J0429,Western Dress,3XL,Amazon source-local
J0431-DR-L,J0431-DR-L,J0431,Western Dress,L,Amazon source-local
J0431-DR-M,J0431-DR-M,J0431,Western Dress,M,Amazon source-local
J0431-DR-S,J0431-DR-S,J0431,Western Dress,S,Amazon source-local
J0431-DR-XL,J0431-DR-XL,J0431,Western Dress,XL,Amazon source-local
J0431-DR-XS,J0431-DR-XS,J0431,Western Dress,XS,Amazon source-local
J0431-DR-XXL,J0431-DR-XXL,J0431,Western Dress,XXL,Amazon source-local
J0431-DR-XXXL,J0431-DR-XXXL,J0431,Western Dress,3XL,Amazon source-local
J0434-DR-L,J0434-DR-L,J0434,Western Dress,L,Amazon source-local
J0434-DR-S,J0434-DR-S,J0434,Western Dress,S,Amazon source-local
J0434-DR-XL,J0434-DR-XL,J0434,Western Dress,XL,Amazon source-local
J0434-DR-XXL,J0434-DR-XXL,J0434,Western Dress,XXL,Amazon source-local
J0434-DR-XXXL,J0434-DR-XXXL,J0434,Western Dress,3XL,Amazon source-local
JNE0722-K,JNE0722-K,JNE0722,Saree,Free,Amazon source-local
JNE0850-N,JNE0850-N,JNE0850,Saree,Free,Amazon source-local
JNE09186-BLUE-SR-JP7104RMV,JNE09186-BLUE-SR-JP7104RMV,JNE09186,Saree,Free,Amazon source-local
JNE09186-BLUE-SR-JP7104RMV-K,JNE09186-BLUE-SR-JP7104RMV-K,JNE09186,Saree,Free,Amazon source-local
JNE09186-BLUE-SR-JP7104RMV-N,JNE09186-BLUE-SR-JP7104RMV-N,JNE09186,Saree,Free,Amazon source-local
JNE09187-PINK-SR-JP7104RNV,JNE09187-PINK-SR-JP7104RNV,JNE09187,Saree,Free,Amazon source-local
JNE09209-MULTI-SR-JP8101RMV,JNE09209-MULTI-SR-JP8101RMV,JNE09209,Saree,Free,Amazon source-local
JNE09209-MULTI-SR-JP8101RMV-K,JNE09209-MULTI-SR-JP8101RMV-K,JNE09209,Saree,Free,Amazon source-local
JNE09210-PINK-SR-JP8101RNV,JNE09210-PINK-SR-JP8101RNV,JNE09210,Saree,Free,Amazon source-local
JNE09210-PINK-SR-JP8101RNV-K,JNE09210-PINK-SR-JP8101RNV-K,JNE09210,Saree,Free,Amazon source-local
JNE1000-NAVY-SR-JB6102RMV-K,JNE1000-NAVY-SR-JB6102RMV-K,JNE1000,Saree,Free,Amazon source-local
JNE1233-BLUE-KR-031-L,JNE1233-BLUE-KR-031-L,JNE1233,kurta,L,Amazon source-local
JNE1233-BLUE-KR-031-M,JNE1233-BLUE-KR-031-M,JNE1233,kurta,M,Amazon source-local
JNE1233-BLUE-KR-031-S,JNE1233-BLUE-KR-031-S,JNE1233,kurta,S,Amazon source-local
JNE1233-BLUE-KR-031-XL,JNE1233-BLUE-KR-031-XL,JNE1233,kurta,XL,Amazon source-local
JNE1233-BLUE-KR-031-XS,JNE1233-BLUE-KR-031-XS,JNE1233,kurta,XS,Amazon source-local
JNE1233-BLUE-KR-031-XXL,JNE1233-BLUE-KR-031-XXL,JNE1233,kurta,XXL,Amazon source-local
JNE1233-BLUE-KR-031-XXXL,JNE1233-BLUE-KR-031-XXXL,JNE1233,kurta,3XL,Amazon source-local
JNE1234-MULTI-KR-032-L,JNE1234-MULTI-KR-032-L,JNE1234,kurta,L,Amazon source-local
JNE1234-MULTI-KR-032-M,JNE1234-MULTI-KR-032-M,JNE1234,kurta,M,Amazon source-local
JNE1234-MULTI-KR-032-S,JNE1234-MULTI-KR-032-S,JNE1234,kurta,S,Amazon source-local
JNE1234-MULTI-KR-032-XL,JNE1234-MULTI-KR-032-XL,JNE1234,kurta,XL,Amazon source-local
JNE1234-MULTI-KR-032-XS,JNE1234-MULTI-KR-032-XS,JNE1234,kurta,XS,Amazon source-local
JNE1234-MULTI-KR-032-XXL,JNE1234-MULTI-KR-032-XXL,JNE1234,kurta,XXL,Amazon source-local
JNE1234-MULTI-KR-032-XXXL,JNE1234-MULTI-KR-032-XXXL,JNE1234,kurta,3XL,Amazon source-local
JNE1407-BLACK-KR-UDF18-XL,JNE1407-BLACK-KR-UDF18-XL,JNE1407,kurta,XL,Amazon source-local
JNE1408-GREY-KR-UDF19-L,JNE1408-GREY-KR-UDF19-L,JNE1408,kurta,L,Amazon source-local
JNE1408-GREY-KR-UDF19-M,JNE1408-GREY-KR-UDF19-M,JNE1408,kurta,M,Amazon source-local
JNE1408-GREY-KR-UDF19-S,JNE1408-GREY-KR-UDF19-S,JNE1408,kurta,S,Amazon source-local
JNE1408-GREY-KR-UDF19-XL,JNE1408-GREY-KR-UDF19-XL,JNE1408,kurta,XL,Amazon source-local
JNE1408-GREY-KR-UDF19-XXL,JNE1408-GREY-KR-UDF19-XXL,JNE1408,kurta,XXL,Amazon source-local
JNE1408-GREY-KR-UDF19-XXXL,JNE1408-GREY-KR-UDF19-XXXL,JNE1408,kurta,3XL,Amazon source-local
JNE1408-KR-UDF19-A-L,JNE1408-KR-UDF19-A-L,JNE1408,kurta,L,Amazon source-local
JNE1408-KR-UDF19-A-M,JNE1408-KR-UDF19-A-M,JNE1408,kurta,M,Amazon source-local
JNE1408-KR-UDF19-A-S,JNE1408-KR-UDF19-A-S,JNE1408,kurta,S,Amazon source-local
JNE1408-KR-UDF19-A-XL,JNE1408-KR-UDF19-A-XL,JNE1408,kurta,XL,Amazon source-local
JNE1408-KR-UDF19-A-XS,JNE1408-KR-UDF19-A-XS,JNE1408,kurta,XS,Amazon source-local
JNE1408-KR-UDF19-A-XXL,JNE1408-KR-UDF19-A-XXL,JNE1408,kurta,XXL,Amazon source-local
JNE1408-KR-UDF19-A-XXXL,JNE1408-KR-UDF19-A-XXXL,JNE1408,kurta,3XL,Amazon source-local
JNE1525-KR-UDF19-A-L,JNE1525-KR-UDF19-A-L,JNE1525,kurta,L,Amazon source-local
JNE1525-KR-UDF19-A-M,JNE1525-KR-UDF19-A-M,JNE1525,kurta,M,Amazon source-local
JNE1525-KR-UDF19-A-S,JNE1525-KR-UDF19-A-S,JNE1525,kurta,S,Amazon source-local
JNE1525-KR-UDF19-A-XL,JNE1525-KR-UDF19-A-XL,JNE1525,kurta,XL,Amazon source-local
JNE1525-KR-UDF19-A-XS,JNE1525-KR-UDF19-A-XS,JNE1525,kurta,XS,Amazon source-local
JNE1525-KR-UDF19-A-XXL,JNE1525-KR-UDF19-A-XXL,JNE1525,kurta,XXL,Amazon source-local
JNE1525-KR-UDF19-A-XXXL,JNE1525-KR-UDF19-A-XXXL,JNE1525,kurta,3XL,Amazon source-local
JNE1525-KR-UDF19BLACK-L,JNE1525-KR-UDF19BLACK-L,JNE1525,kurta,L,Amazon source-local
JNE1525-KR-UDF19BLACK-M,JNE1525-KR-UDF19BLACK-M,JNE1525,kurta,M,Amazon source-local
JNE1525-KR-UDF19BLACK-S,JNE1525-KR-UDF19BLACK-S,JNE1525,kurta,S,Amazon source-local
JNE1525-KR-UDF19BLACK-XL,JNE1525-KR-UDF19BLACK-XL,JNE1525,kurta,XL,Amazon source-local
JNE1525-KR-UDF19BLACK-XS,JNE1525-KR-UDF19BLACK-XS,JNE1525,kurta,XS,Amazon source-local
JNE1525-KR-UDF19BLACK-XXL,JNE1525-KR-UDF19BLACK-XXL,JNE1525,kurta,XXL,Amazon source-local
JNE1525-KR-UDF19BLACK-XXXL,JNE1525-KR-UDF19BLACK-XXXL,JNE1525,kurta,3XL,Amazon source-local
JNE1906-KR-031-L,JNE1906-KR-031-L,JNE1906,kurta,L,Amazon source-local
JNE1906-KR-031-M,JNE1906-KR-031-M,JNE1906,kurta,M,Amazon source-local
JNE1906-KR-031-S,JNE1906-KR-031-S,JNE1906,kurta,S,Amazon source-local
JNE1906-KR-031-XL,JNE1906-KR-031-XL,JNE1906,kurta,XL,Amazon source-local
JNE1906-KR-031-XS,JNE1906-KR-031-XS,JNE1906,kurta,XS,Amazon source-local
JNE1906-KR-031-XXL,JNE1906-KR-031-XXL,JNE1906,kurta,XXL,Amazon source-local
JNE1906-KR-031-XXXL,JNE1906-KR-031-XXXL,JNE1906,kurta,3XL,Amazon source-local
JNE1951-KR-155-L,JNE1951-KR-155-L,JNE1951,kurta,L,Amazon source-local
JNE1951-KR-155-M,JNE1951-KR-155-M,JNE1951,kurta,M,Amazon source-local
JNE1951-KR-155-S,JNE1951-KR-155-S,JNE1951,kurta,S,Amazon source-local
JNE1951-KR-155-XL,JNE1951-KR-155-XL,JNE1951,kurta,XL,Amazon source-local
JNE1951-KR-155-XS,JNE1951-KR-155-XS,JNE1951,kurta,XS,Amazon source-local
JNE1951-KR-155-XXL,JNE1951-KR-155-XXL,JNE1951,kurta,XXL,Amazon source-local
JNE1951-KR-155-XXXL,JNE1951-KR-155-XXXL,JNE1951,kurta,3XL,Amazon source-local
JNE1975-KR-309-S,JNE1975-KR-309-S,JNE1975,kurta,S,Amazon source-local
JNE1975-KR-309-XS,JNE1975-KR-309-XS,JNE1975,kurta,XS,Amazon source-local
JNE1975-KR-309-XXL,JNE1975-KR-309-XXL,JNE1975,kurta,XXL,Amazon source-local
JNE1977-KR-237-L,JNE1977-KR-237-L,JNE1977,kurta,L,Amazon source-local
JNE1977-KR-237-M,JNE1977-KR-237-M,JNE1977,kurta,M,Amazon source-local
JNE1977-KR-237-S,JNE1977-KR-237-S,JNE1977,kurta,S,Amazon source-local
JNE1977-KR-237-XL,JNE1977-KR-237-XL,JNE1977,kurta,XL,Amazon source-local
JNE1977-KR-237-XS,JNE1977-KR-237-XS,JNE1977,kurta,XS,Amazon source-local
JNE1977-KR-237-XXL,JNE1977-KR-237-XXL,JNE1977,kurta,XXL,Amazon source-local
JNE1977-KR-237-XXXL,JNE1977-KR-237-XXXL,JNE1977,kurta,3XL,Amazon source-local
JNE1998-KR-311-L,JNE1998-KR-311-L,JNE1998,kurta,L,Amazon source-local
JNE1998-KR-311-M,JNE1998-KR-311-M,JNE1998,kurta,M,Amazon source-local
JNE1998-KR-311-S,JNE1998-KR-311-S,JNE1998,kurta,S,Amazon source-local
JNE1998-KR-311-XL,JNE1998-KR-311-XL,JNE1998,kurta,XL,Amazon source-local
JNE1998-KR-311-XS,JNE1998-KR-311-XS,JNE1998,kurta,XS,Amazon source-local
JNE1998-KR-311-XXL,JNE1998-KR-311-XXL,JNE1998,kurta,XXL,Amazon source-local
JNE2006-KR-158-S,JNE2006-KR-158-S,JNE2006,kurta,S,Amazon source-local
JNE2009-KR-310-L,JNE2009-KR-310-L,JNE2009,kurta,L,Amazon source-local
JNE2009-KR-310-M,JNE2009-KR-310-M,JNE2009,kurta,M,Amazon source-local
JNE2009-KR-310-S,JNE2009-KR-310-S,JNE2009,kurta,S,Amazon source-local
JNE2009-KR-310-XL,JNE2009-KR-310-XL,JNE2009,kurta,XL,Amazon source-local
JNE2009-KR-310-XS,JNE2009-KR-310-XS,JNE2009,kurta,XS,Amazon source-local
JNE2009-KR-310-XXL,JNE2009-KR-310-XXL,JNE2009,kurta,XXL,Amazon source-local
JNE2014-KR-178-L,JNE2014-KR-178-L,JNE2014,kurta,L,Amazon source-local
JNE2014-KR-178-M,JNE2014-KR-178-M,JNE2014,kurta,M,Amazon source-local
JNE2014-KR-178-S,JNE2014-KR-178-S,JNE2014,kurta,S,Amazon source-local
