date,date_key,months,style,sku,size,pieces,rate,reported_gross_amount
2021-06-05,20210605,Jun-21,MEN5004,MEN5004-KR-L,L,1.0,616.56,617.0
2021-06-05,20210605,Jun-21,MEN5004,MEN5004-KR-XL,XL,1.0,616.56,617.0
2021-06-05,20210605,Jun-21,MEN5004,MEN5004-KR-XXL,XXL,1.0,616.56,617.0
2021-06-05,20210605,Jun-21,MEN5009,MEN5009-KR-L,L,1.0,616.56,617.0
2021-06-05,20210605,Jun-21,MEN5011,MEN5011-KR-L,L,1.0,616.56,617.0
2021-06-05,20210605,Jun-21,MEN5025,MEN5025-KR-L,L,1.0,649.03,649.0
2021-06-05,20210605,Jun-21,MEN5015,MEN5015-KR-XL,XL,1.0,616.56,617.0
2021-06-05,20210605,Jun-21,MEN5022,MEN5022-KR-XXL,XXL,1.0,649.03,649.0
2021-06-05,20210605,Jun-21,MEN5014,MEN5014-KR-S,S,1.0,649.03,649.0
2021-06-05,20210605,Jun-21,MEN5013,MEN5013-KR-S,S,1.0,649.03,649.0
2021-06-05,20210605,Jun-21,MEN5013,MEN5013-KR-XXL,XXL,1.0,649.03,649.0
2021-06-05,20210605,Jun-21,MEN5003,MEN5003-KR-L,L,1.0,616.56,617.0
2021-06-05,20210605,Jun-21,MEN5003,MEN5003-KR-XXL,XXL,1.0,616.56,617.0
2021-06-05,20210605,Jun-21,MEN5028,MEN5028-KR-L,L,1.0,649.03,649.0
2021-06-05,20210605,Jun-21,MEN5028,MEN5028-KR-XXL,XXL,1.0,649.03,649.0
2021-06-05,20210605,Jun-21,MEN5006,MEN5006-KR-XL,XL,1.0,649.03,649.0
2021-06-05,20210605,Jun-21,BL097,BL097-M,M,1.0,324.35,324.0
2021-06-05,20210605,Jun-21,BL104,BL104-M,M,1.0,421.85,422.0
2021-06-05,20210605,Jun-21,BL104,BL104-XL,XL,1.0,421.85,422.0
2021-06-05,20210605,Jun-21,BL103,BL103-S,S,1.0,389.35,389.0
2021-06-08,20210608,Jun-21,J0001,J0001-DR-L,L,1.0,584.35,584.0
2021-06-08,20210608,Jun-21,JNE3660,JNE3660-TP-L,L,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,JNE3647,JNE3647-TP-XL,XL,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,J0116,J0116-TP-XL,XL,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,J0165,J0165-TP-L,L,1.0,454.35,454.0
2021-06-08,20210608,Jun-21,JNE3656,JNE3656-TP-XL,XL,1.0,454.35,454.0
2021-06-08,20210608,Jun-21,JNE3673,JNE3673-TU-XL,XL,1.0,519.35,519.0
2021-06-08,20210608,Jun-21,JNE3649,JNE3649-TP-L,L,1.0,486.85,487.0
2021-06-08,20210608,Jun-21,JNE3653,JNE3653-TP-L,L,1.0,454.35,454.0
2021-06-08,20210608,Jun-21,JNE3651,JNE3651-TP-L,L,1.0,454.35,454.0
2021-06-08,20210608,Jun-21,JNE3712,JNE3712-TP-L,L,1.0,454.35,454.0
2021-06-08,20210608,Jun-21,J0036,J0036-TP-XL,XL,1.0,531.25,531.0
2021-06-08,20210608,Jun-21,JNE3658,JNE3658-TP-L,L,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,JNE3652,JNE3652-TP-XL,XL,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,JNE3643,JNE3643-TP-L,L,1.0,356.85,357.0
2021-06-08,20210608,Jun-21,JNE3643,JNE3643-TP-XL,XL,1.0,356.85,357.0
2021-06-08,20210608,Jun-21,JNE3672,JNE3672-TU-XL,XL,1.0,486.85,487.0
2021-06-08,20210608,Jun-21,JNE3674,JNE3674-TU-XL,XL,1.0,486.85,487.0
2021-06-08,20210608,Jun-21,JNE3670,JNE3670-TU-L,L,1.0,519.35,519.0
2021-06-08,20210608,Jun-21,J0122,J0122-TP-L,L,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,J0119,J0119-TP-L,L,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,JNE3421,JNE3421-KR-XL,XL,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,JNE3467,JNE3467-KR-XL,XL,1.0,519.35,519.0
2021-06-08,20210608,Jun-21,JNE3030,JNE3030-KR-L,L,1.0,746.85,747.0
2021-06-08,20210608,Jun-21,JNE3657,JNE3657-TP-XL,XL,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,JNE3667,JNE3667-TP-XL,XL,1.0,454.35,454.0
2021-06-08,20210608,Jun-21,J0092,J0092-SET-L,L,1.0,1071.85,1072.0
2021-06-08,20210608,Jun-21,JNE3659,JNE3659-TP-L,L,1.0,389.35,389.0
2021-06-08,20210608,Jun-21,J0214,J0214-TP-L,L,1.0,649.35,649.0
2021-06-08,20210608,Jun-21,J0201,J0201-TP-L,L,1.0,584.35,584.0
2021-06-08,20210608,Jun-21,J0197,J0197-TP-L,L,1.0,584.35,584.0
2021-06-08,20210608,Jun-21,J0213,J0213-TP-L,L,1.0,584.35,584.0
2021-06-08,20210608,Jun-21,JNE3640,JNE3640-TP-XL,XL,1.0,454.35,454.0
2021-06-08,20210608,Jun-21,J0233,J0233-SKD-L,L,1.0,1429.35,1429.0
2021-06-08,20210608,Jun-21,J0237,J0237-SKD-L,L,1.0,1494.35,1494.0
2021-06-08,20210608,Jun-21,J0234,J0234-SKD-L,L,1.0,1201.85,1202.0
2021-06-08,20210608,Jun-21,JNE3535,JNE3535-KR-XL,XL,1.0,389.35,389.0
2021-06-08,20210608,Jun-21,JNE3497,JNE3497-KR-L,L,1.0,454.35,454.0
2021-06-08,20210608,Jun-21,JNE1525,KURTI,Free,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,JNE2305,JNE2305-KR-533-L,L,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,JNE3365,JNE3365-KR-1052-L,L,1.0,421.85,422.0
2021-06-08,20210608,Jun-21,JNE2270,JNE2270-KR-487-L,L,1.0,551.85,552.0
2021-06-08,20210608,Jun-21,SET094,SET094-KR-NP-XL,XL,1.0,941.85,942.0
2021-06-08,20210608,Jun-21,JNE2049,JNE2049-KR-351-XL,XL,1.0,486.85,487.0
2021-06-08,20210608,Jun-21,CH202,CH202-ORANGE-XXL,XXL,1.0,291.85,292.0
2021-06-08,20210608,Jun-21,BTM029,BTM029-NP-XXL,XXL,1.0,356.85,357.0
2021-06-08,20210608,Jun-21,BTM008,BTM008-XXL,XXL,1.0,356.85,357.0
2021-06-08,20210608,Jun-21,BTM035,BTM035-NP-XXL,XXL,1.0,356.85,357.0
2021-06-08,20210608,Jun-21,CH209,CH209-BIEGE-XXL,XXL,1.0,291.85,292.0
2021-06-08,20210608,Jun-21,CH208,CH208-MUSTARD-XXL,XXL,1.0,291.85,292.0
2021-06-08,20210608,Jun-21,CH207,CH207-PINK-XXL,XXL,1.0,291.85,292.0
2021-06-08,20210608,Jun-21,CH205,CH205-YELLOW-XXL,XXL,1.0,291.85,292.0
2021-06-08,20210608,Jun-21,CH213,CH213-BROWN-XXL,XXL,1.0,291.85,292.0
2021-06-08,20210608,Jun-21,J0024,J0024-KR-L,L,1.0,519.35,519.0
2021-06-11,20210611,Jun-21,J0109,J0109-SKD-L,L,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,J0109,J0109-SKD-XXL,XXL,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,J0109,J0109-SKD-XL,XL,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,J0109,J0109-SKD-XS,XS,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,J0109,J0109-SKD-S,S,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,J0109,J0109-SKD-M,M,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,J0109,J0109-SKD-XXXL,XXXL,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,J0110,J0110-SKD-L,L,1.0,1169.35,1169.0
2021-06-11,20210611,Jun-21,J0110,J0110-SKD-XL,XL,1.0,1169.35,1169.0
2021-06-11,20210611,Jun-21,J0110,J0110-SKD-M,M,1.0,1169.35,1169.0
2021-06-11,20210611,Jun-21,J0110,J0110-SKD-XS,XS,1.0,1169.35,1169.0
2021-06-11,20210611,Jun-21,J0110,J0110-SKD-S,S,1.0,1169.35,1169.0
2021-06-11,20210611,Jun-21,J0110,J0110-SKD-XXL,XXL,1.0,1169.35,1169.0
2021-06-11,20210611,Jun-21,J0110,J0110-SKD-XXXL,XXXL,1.0,1169.35,1169.0
2021-06-11,20210611,Jun-21,J0127,J0127-SKD-XXL,XXL,1.0,1104.35,1104.0
2021-06-11,20210611,Jun-21,J0127,J0127-SKD-XS,XS,1.0,1104.35,1104.0
2021-06-11,20210611,Jun-21,J0281,J0281-SKD-XS,XS,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0281,J0281-SKD-S,S,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0281,J0281-SKD-M,M,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0281,J0281-SKD-L,L,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0281,J0281-SKD-XL,XL,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0281,J0281-SKD-XXL,XXL,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0281,J0281-SKD-XXXL,XXXL,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0285,J0285-SKD-XS,XS,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0285,J0285-SKD-S,S,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0285,J0285-SKD-M,M,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0285,J0285-SKD-L,L,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0285,J0285-SKD-XL,XL,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0285,J0285-SKD-XXL,XXL,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,J0285,J0285-SKD-XXXL,XXXL,1.0,1494.35,1494.0
2021-06-11,20210611,Jun-21,JNE3615,JNE3615-KR-XS,XS,1.0,454.35,454.0
2021-06-11,20210611,Jun-21,JNE3615,JNE3615-KR-S,S,1.0,454.35,454.0
2021-06-11,20210611,Jun-21,JNE3615,JNE3615-KR-M,M,1.0,454.35,454.0
2021-06-11,20210611,Jun-21,JNE3615,JNE3615-KR-L,L,1.0,454.35,454.0
2021-06-11,20210611,Jun-21,JNE3615,JNE3615-KR-XL,XL,1.0,454.35,454.0
2021-06-11,20210611,Jun-21,JNE3615,JNE3615-KR-XXL,XXL,1.0,454.35,454.0
2021-06-11,20210611,Jun-21,JNE3615,JNE3615-KR-XXXL,XXXL,1.0,454.35,454.0
2021-06-11,20210611,Jun-21,JNE3619,JNE3619-KR-XS,XS,1.0,486.85,487.0
2021-06-11,20210611,Jun-21,JNE3619,JNE3619-KR-S,S,1.0,486.85,487.0
2021-06-11,20210611,Jun-21,JNE3619,JNE3619-KR-M,M,1.0,486.85,487.0
2021-06-11,20210611,Jun-21,JNE3619,JNE3619-KR-L,L,1.0,486.85,487.0
2021-06-11,20210611,Jun-21,JNE3619,JNE3619-KR-XL,XL,1.0,486.85,487.0
2021-06-11,20210611,Jun-21,JNE3619,JNE3619-KR-XXL,XXL,1.0,486.85,487.0
2021-06-11,20210611,Jun-21,JNE3619,JNE3619-KR-XXXL,XXXL,1.0,486.85,487.0
2021-06-11,20210611,Jun-21,NW005,NW005-ST-PJ-L,L,1.0,811.85,812.0
2021-06-11,20210611,Jun-21,NW005,NW005-ST-PJ-XL,XL,1.0,811.85,812.0
2021-06-11,20210611,Jun-21,NW006,NW006-ST-SR-L,L,1.0,811.85,812.0
2021-06-11,20210611,Jun-21,NW013,NW013-ST-SR-L,L,1.0,649.35,649.0
2021-06-11,20210611,Jun-21,NW031,NW031-TP-PJ-XL,XL,1.0,779.35,779.0
2021-06-11,20210611,Jun-21,NW032,NW032-ST-CP-L,L,1.0,779.35,779.0
2021-06-11,20210611,Jun-21,SET217,SET217-KR-PP-XS,XS,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,SET217,SET217-KR-PP-S,S,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,SET217,SET217-KR-PP-M,M,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,SET217,SET217-KR-PP-L,L,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,SET217,SET217-KR-PP-XL,XL,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,SET217,SET217-KR-PP-XXL,XXL,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,SET217,SET217-KR-PP-XXXL,XXXL,1.0,1071.85,1072.0
2021-06-11,20210611,Jun-21,SET220,SET220-KR-PP-M,M,1.0,1136.85,1137.0
2021-06-11,20210611,Jun-21,SET220,SET220-KR-PP-XXL,XXL,1.0,1136.85,1137.0
2021-06-11,20210611,Jun-21,SET220,SET220-KR-PP-L,L,1.0,1136.85,1137.0
2021-06-11,20210611,Jun-21,SET220,SET220-KR-PP-XL,XL,1.0,1136.85,1137.0
2021-06-11,20210611,Jun-21,SET220,SET220-KR-PP-XXXL,XXXL,1.0,1136.85,1137.0
2021-06-11,20210611,Jun-21,SET220,SET220-KR-PP-XS,XS,1.0,1136.85,1137.0
2021-06-11,20210611,Jun-21,SET220,SET220-KR-PP-S,S,1.0,1136.85,1137.0
2021-06-15,20210615,Jun-21,SET058,SET058-KR-NP-L,L,1.0,844.35,844.0
2021-06-15,20210615,Jun-21,J0241,J0241-SKD-L,L,1.0,1299.35,1299.0
2021-06-15,20210615,Jun-21,J0140,J0140-SET-XS,XS,1.0,941.85,942.0
2021-06-15,20210615,Jun-21,JNE3669,JNE3669-TU-S,S,1.0,486.85,487.0
2021-06-15,20210615,Jun-21,SET182,SET182-KR-DH-M,M,1.0,779.35,779.0
2021-06-15,20210615,Jun-21,J0239,J0239-SKD-XS,XS,1.0,1364.35,1364.0
2021-06-15,20210615,Jun-21,J0241,J0241-SKD-XL,XL,1.0,1299.35,1299.0
2021-06-15,20210615,Jun-21,JNE3710,JNE3710-DR-S,S,1.0,616.85,617.0
2021-06-15,20210615,Jun-21,JNE3629,JNE3629-KR-S,S,1.0,649.35,649.0
2021-06-15,20210615,Jun-21,J0037,J0037-KR-S,S,1.0,779.35,779.0
2021-06-15,20210615,Jun-21,J0243,J0243-DR-XS,XS,1.0,1039.35,1039.0
2021-06-15,20210615,Jun-21,JNE2100,JNE2100-KR-144-M,M,1.0,454.35,454.0
2021-06-15,20210615,Jun-21,SET048,SET048-KR-NP-XXL,XXL,1.0,909.35,909.0
2021-06-15,20210615,Jun-21,J0037,J0037-KR-M,M,1.0,779.35,779.0
2021-06-15,20210615,Jun-21,JNE3669,JNE3669-TU-XS,XS,1.0,486.85,487.0
2021-06-15,20210615,Jun-21,J0239,J0239-SKD-M,M,1.0,1364.35,1364.0
2021-06-15,20210615,Jun-21,SET182,SET182-KR-DH-XXL,XXL,1.0,779.35,779.0
2021-06-15,20210615,Jun-21,J0244,J0244-SKD-M,M,1.0,1234.35,1234.0
2021-06-15,20210615,Jun-21,J0148,J0148-SET-XXXL,XXXL,1.0,876.85,877.0
2021-06-15,20210615,Jun-21,J0237,J0237-SKD-XXXL,XXXL,1.0,1494.35,1494.0
2021-06-15,20210615,Jun-21,J0143,J0143-SET-L,L,1.0,1039.35,1039.0
2021-06-15,20210615,Jun-21,J0161,J0161-DR-XS.,XS,1.0,714.35,714.0
2021-06-15,20210615,Jun-21,J0186,J0186-SET-XS,XS,1.0,1299.35,1299.0
2021-06-15,20210615,Jun-21,JNE2265,JNE2265-KR-501-S,S,1.0,454.35,454.0
2021-06-17,20210617,Jun-21,BL099,BL099-M,M,1.0,324.35,324.0
2021-06-17,20210617,Jun-21,BL099,BL099-XL,XL,1.0,324.35,324.0
2021-06-17,20210617,Jun-21,BL103,BL103-M,M,2.0,389.35,779.0
2021-06-17,20210617,Jun-21,BL104,BL104-L,L,1.0,421.85,422.0
2021-06-17,20210617,Jun-21,BL104,BL104-S,S,1.0,421.85,422.0
2021-06-17,20210617,Jun-21,BL104,BL104-XL,XL,1.0,421.85,422.0
2021-06-17,20210617,Jun-21,JNE3288,JNE3288-KR-XXXL,XXXL,1.0,584.35,584.0
2021-06-17,20210617,Jun-21,JNE3405,JNE3405-KR-S,S,1.0,389.35,389.0
2021-06-17,20210617,Jun-21,JNE3439,JNE3439-KR-XL,XL,1.0,421.85,422.0
2021-06-17,20210617,Jun-21,JNE3489,JNE3489-KR-S,S,1.0,389.35,389.0
2021-06-17,20210617,Jun-21,JNE3560,JNE3560-KR-XXXL,XXXL,1.0,486.85,487.0
2021-06-17,20210617,Jun-21,JNE3612,JNE3612-KR-XS,XS,1.0,519.35,519.0
2021-06-17,20210617,Jun-21,MEN5003,MEN5003-KR-XL,XL,1.0,616.56,617.0
2021-06-17,20210617,Jun-21,MEN5005,MEN5005-KR-XXL,XXL,1.0,616.56,617.0
2021-06-17,20210617,Jun-21,MEN5014,MEN5014-KR-M,M,1.0,649.03,649.0
2021-06-17,20210617,Jun-21,MEN5014,MEN5014-KR-XL,XL,2.0,649.03,1298.0
2021-06-17,20210617,Jun-21,MEN5015,MEN5015-KR-XL,XL,1.0,616.56,617.0
2021-06-17,20210617,Jun-21,MEN5016,MEN5016-KR-XL,XL,1.0,649.03,649.0
2021-06-17,20210617,Jun-21,MEN5029,MEN5029-KR-XL,XL,1.0,616.56,617.0
2021-06-18,20210618,Jun-21,J0178,J0178-TP-L,L,1.0,356.85,357.0
2021-06-18,20210618,Jun-21,JNE3609,JNE3609-KR-M,M,1.0,551.85,552.0
2021-06-18,20210618,Jun-21,MEN5006,MEN5006-KR-L,L,1.0,649.03,649.0
2021-06-18,20210618,Jun-21,J0204,J0204-TP-XL,XL,1.0,746.85,747.0
2021-06-18,20210618,Jun-21,J0202,J0202-TP-XL,XL,1.0,649.35,649.0
2021-06-18,20210618,Jun-21,J0117,J0117-TP-XXL,XXL,1.0,421.85,422.0
2021-06-18,20210618,Jun-21,J0115,J0115-TP-XXL,XXL,1.0,519.35,519.0
2021-06-18,20210618,Jun-21,J0118,J0118-TP-XXL,XXL,1.0,421.85,422.0
2021-06-18,20210618,Jun-21,J0140,J0140-SET-XXXL,XXXL,1.0,941.85,942.0
2021-06-18,20210618,Jun-21,SET236,SET236-KR-PP-XXXL,XXXL,1.0,779.35,779.0
2021-06-18,20210618,Jun-21,JNE3713,JNE3713-TP-L,L,1.0,421.85,422.0
2021-06-18,20210618,Jun-21,SET196,SET196-KR-NP-M.,M,1.0,811.85,812.0
2021-06-18,20210618,Jun-21,SET196,SET196-KR-NP-XL,XL,1.0,811.85,812.0
2021-06-18,20210618,Jun-21,SET260,SET260-KR-PP-L,L,1.0,811.85,812.0
2021-06-18,20210618,Jun-21,SET260,SET260-KR-PP-XL,XL,1.0,811.85,812.0
2021-06-18,20210618,Jun-21,SET194,SET194-KR-NP-XL,XL,1.0,714.35,714.0
2021-06-18,20210618,Jun-21,SET194,SET194-KR-NP-XXXL,XXXL,1.0,714.35,714.0
2021-06-18,20210618,Jun-21,J0246,J0246-SKD-L,L,1.0,1234.35,1234.0
2021-06-18,20210618,Jun-21,J0242,J0242-SKD-XL,XL,1.0,1234.35,1234.0
2021-06-18,20210618,Jun-21,J0242,J0242-SKD-XXXL,XXXL,1.0,1234.35,1234.0
2021-06-18,20210618,Jun-21,J0239,J0239-SKD-M,M,1.0,1364.35,1364.0
2021-06-18,20210618,Jun-21,J0239,J0239-SKD-XL,XL,1.0,1364.35,1364.0
2021-06-18,20210618,Jun-21,J0130,J0130-SET-M,M,1.0,974.35,974.0
2021-06-18,20210618,Jun-21,J0130,J0130-SET-XL,XL,1.0,974.35,974.0
2021-06-18,20210618,Jun-21,J0130,J0130-SET-XXXL,XXXL,1.0,974.35,974.0
2021-06-18,20210618,Jun-21,SET268,SET268-KR-NP-S,S,1.0,811.85,812.0
2021-06-18,20210618,Jun-21,SET268,SET268-KR-NP-M,M,1.0,811.85,812.0
2021-06-18,20210618,Jun-21,SET268,SET268-KR-NP-L,L,1.0,811.85,812.0
2021-06-18,20210618,Jun-21,SET268,SET268-KR-NP-XL,XL,1.0,811.85,812.0
2021-06-18,20210618,Jun-21,SET268,SET268-KR-NP-XXL,XXL,1.0,811.85,812.0
2021-06-18,20210618,Jun-21,SET268,SET268-KR-NP-XXXL,XXXL,1.0,811.85,812.0
2021-06-19,20210619,Jun-21,SET263,SET263-KR-NP-S,S,1.0,779.35,779.0
2021-06-19,20210619,Jun-21,SET262,SET262-KR-NP-S,S,1.0,844.35,844.0
2021-06-19,20210619,Jun-21,SET229,SET229-KR-PP-S,S,1.0,941.85,942.0
2021-06-19,20210619,Jun-21,JNE3605,JNE3605-KR-S,S,1.0,454.35,454.0
2021-06-19,20210619,Jun-21,J0279,J0279-SET-S,S,1.0,1039.35,1039.0
2021-06-19,20210619,Jun-21,J0138,J0138-KR-S,S,1.0,649.35,649.0
2021-06-19,20210619,Jun-21,J0148,J0148-SET-S,S,1.0,876.85,877.0
2021-06-19,20210619,Jun-21,J0207,J0207-DR-S,S,1.0,811.85,812.0
2021-06-19,20210619,Jun-21,MEN5029,MEN5029-KR-M,M,1.0,616.56,617.0
2021-06-19,20210619,Jun-21,MEN5008,MEN5008-KR-M,M,1.0,616.56,617.0
2021-06-19,20210619,Jun-21,MEN5003,MEN5003-KR-M,M,1.0,616.56,617.0
2021-06-19,20210619,Jun-21,MEN5013,MEN5013-KR-M,M,1.0,649.03,649.0
2021-06-19,20210619,Jun-21,J0202,J0202-TP-S,S,1.0,649.35,649.0
2021-06-19,20210619,Jun-21,J0213,J0213-TP-S,S,1.0,584.35,584.0
2021-06-23,20210623,Jun-21,SET098,SET098-KR-PP-M,M,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,SET098,SET098-KR-PP-L,L,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,SET098,SET098-KR-PP-XL,XL,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,SET062,SET062-KR-SP-M,M,1.0,844.35,844.0
2021-06-23,20210623,Jun-21,SET062,SET062-KR-SP-L,L,1.0,844.35,844.0
2021-06-23,20210623,Jun-21,J0041,J0041-SET-M,M,1.0,876.85,877.0
2021-06-23,20210623,Jun-21,J0041,J0041-SET-L,L,1.0,876.85,877.0
2021-06-23,20210623,Jun-21,J0041,J0041-SET-XL,XL,1.0,876.85,877.0
2021-06-23,20210623,Jun-21,J0041,J0041-SET-XXL,XXL,1.0,876.85,877.0
2021-06-23,20210623,Jun-21,SET182,SET182-KR-DH-L,L,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,SET182,SET182-KR-DH-XL,XL,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,SET144,SET144-KR-NP-XXL,XXL,1.0,876.85,877.0
2021-06-23,20210623,Jun-21,SET144,SET144-KR-NP-XXXL,XXXL,1.0,876.85,877.0
2021-06-23,20210623,Jun-21,SET110,SET110-KR-PP-XL,XL,1.0,876.85,877.0
2021-06-23,20210623,Jun-21,SET110,SET110-KR-PP-XXL,XXL,1.0,876.85,877.0
2021-06-23,20210623,Jun-21,SET250,SET250-KR-SHA-M,M,1.0,844.35,844.0
2021-06-23,20210623,Jun-21,SET073,SET073-KR-SHA-L,L,1.0,844.35,844.0
2021-06-23,20210623,Jun-21,J0234,J0234-SKD-XXL,XXL,1.0,1201.85,1202.0
2021-06-23,20210623,Jun-21,J0007,J0007-SKD-XXL,XXL,1.0,1136.85,1137.0
2021-06-23,20210623,Jun-21,J0244,J0244-SKD-L,L,1.0,1234.35,1234.0
2021-06-23,20210623,Jun-21,J0244,J0244-SKD-XL,XL,1.0,1234.35,1234.0
2021-06-23,20210623,Jun-21,J0246,J0246-SKD-M,M,1.0,1234.35,1234.0
2021-06-23,20210623,Jun-21,J0246,J0246-SKD-L,L,1.0,1234.35,1234.0
2021-06-23,20210623,Jun-21,J0284,J0284-SKD-XXL,XXL,1.0,1494.35,1494.0
2021-06-23,20210623,Jun-21,J0230,J0230-SKD-L,L,1.0,1364.35,1364.0
2021-06-23,20210623,Jun-21,J0230,J0230-SKD-XL,XL,1.0,1364.35,1364.0
2021-06-23,20210623,Jun-21,J0011,J0011-LCD-L,L,1.0,1234.35,1234.0
2021-06-23,20210623,Jun-21,J0011,J0011-LCD-XL,XL,1.0,1234.35,1234.0
2021-06-23,20210623,Jun-21,J0011,J0011-LCD-XXL,XXL,1.0,1234.35,1234.0
2021-06-23,20210623,Jun-21,SET238,SET238-KR-PP-L,L,1.0,649.35,649.0
2021-06-23,20210623,Jun-21,SET227,SET227-KR-PP-L,L,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,SET228,SET228-KR-PP-L,L,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,SET229,SET229-KR-PP-L,L,1.0,941.85,942.0
2021-06-23,20210623,Jun-21,SET234,SET234-KR-PP-L,L,1.0,574.0,574.0
2021-06-23,20210623,Jun-21,SET235,SET235-KR-PP-L,L,1.0,583.33,583.0
2021-06-23,20210623,Jun-21,SET206,SET206-KR-PP-L,L,1.0,993.75,994.0
2021-06-23,20210623,Jun-21,SET231,SET231-KR-PP-L,L,1.0,582.59,583.0
2021-06-23,20210623,Jun-21,SET240,SET240-KR-PP-L,L,1.0,714.35,714.0
2021-06-23,20210623,Jun-21,J0137,J0137-SET-L,L,1.0,844.35,844.0
2021-06-23,20210623,Jun-21,J0148,J0148-SET-L,L,1.0,876.85,877.0
2021-06-23,20210623,Jun-21,SET210,SET210-KR-PP-L,L,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,SET241,SET241-KR-PP-L,L,1.0,500.0,500.0
2021-06-23,20210623,Jun-21,SET225,SET225-KR-NP-L,L,1.0,811.85,812.0
2021-06-23,20210623,Jun-21,SET233,SET233-KR-PP-L,L,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,J0211,J0211-DR-L,L,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,JNE3697,JNE3697-KR-L,L,1.0,454.35,454.0
2021-06-23,20210623,Jun-21,J0035,J0035-KR-L,L,1.0,618.75,619.0
2021-06-23,20210623,Jun-21,JNE3391,JNE3391-KR-L,L,1.0,616.85,617.0
2021-06-23,20210623,Jun-21,JNE3628,JNE3628-KR-L,L,1.0,486.85,487.0
2021-06-23,20210623,Jun-21,J0212,J0212-DR-L,L,1.0,746.85,747.0
2021-06-23,20210623,Jun-21,SET100,SET100-KR-PP-L,L,1.0,1039.35,1039.0
2021-06-23,20210623,Jun-21,J0138,J0138-KR-L,L,1.0,649.35,649.0
2021-06-23,20210623,Jun-21,J0151,J0151-KR-L,L,1.0,714.35,714.0
2021-06-23,20210623,Jun-21,J0283,J0283-SET-L,L,1.0,1039.35,1039.0
2021-06-23,20210623,Jun-21,JNE3364,JNE3364-KR-1051-XL,XL,1.0,421.85,422.0
2021-06-23,20210623,Jun-21,JNE3365,JNE3365-KR-1052-L,L,1.0,421.85,422.0
2021-06-23,20210623,Jun-21,J0037,J0037-KR-XXL,XXL,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,J0037,J0037-KR-XXXL,XXXL,1.0,779.35,779.0
2021-06-23,20210623,Jun-21,JNE3609,JNE3609-KR-L,L,1.0,551.85,552.0
2021-06-23,20210623,Jun-21,JNE3609,JNE3609-KR-XL,XL,1.0,551.85,552.0
2021-06-23,20210623,Jun-21,J0177,J0177-KR-L,L,1.0,551.85,552.0
2021-06-23,20210623,Jun-21,J0177,J0177-KR-XL,XL,1.0,551.85,552.0
2021-06-23,20210623,Jun-21,J0177,J0177-KR-XXXL,XXXL,1.0,551.85,552.0
